"activity" "subject" "TimeBodyAccelerometerelerometer.mean...X" "TimeBodyAccelerometerelerometer.mean...Y" "TimeBodyAccelerometerelerometer.mean...Z" "TimeGravityAccelerometerelerometer.mean...X" "TimeGravityAccelerometerelerometer.mean...Y" "TimeGravityAccelerometerelerometer.mean...Z" "TimeBodyAccelerometerelerometerJerk.mean...X" "TimeBodyAccelerometerelerometerJerk.mean...Y" "TimeBodyAccelerometerelerometerJerk.mean...Z" "TimeBodyGyroscopescope.mean...X" "TimeBodyGyroscopescope.mean...Y" "TimeBodyGyroscopescope.mean...Z" "TimeBodyGyroscopescopeJerk.mean...X" "TimeBodyGyroscopescopeJerk.mean...Y" "TimeBodyGyroscopescopeJerk.mean...Z" "TimeBodyAccelerometerelerometerMagnitudenitude.mean.." "TimeGravityAccelerometerelerometerMagnitudenitude.mean.." "TimeBodyAccelerometerelerometerJerkMagnitudenitude.mean.." "TimeBodyGyroscopescopeMagnitudenitude.mean.." "TimeBodyGyroscopescopeJerkMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometer.mean...X" "FrequencyBodyAccelerometerelerometer.mean...Y" "FrequencyBodyAccelerometerelerometer.mean...Z" "FrequencyBodyAccelerometerelerometer.meanFreq...X" "FrequencyBodyAccelerometerelerometer.meanFreq...Y" "FrequencyBodyAccelerometerelerometer.meanFreq...Z" "FrequencyBodyAccelerometerelerometerJerk.mean...X" "FrequencyBodyAccelerometerelerometerJerk.mean...Y" "FrequencyBodyAccelerometerelerometerJerk.mean...Z" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...X" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...Y" "FrequencyBodyAccelerometerelerometerJerk.meanFreq...Z" "FrequencyBodyGyroscopescope.mean...X" "FrequencyBodyGyroscopescope.mean...Y" "FrequencyBodyGyroscopescope.mean...Z" "FrequencyBodyGyroscopescope.meanFreq...X" "FrequencyBodyGyroscopescope.meanFreq...Y" "FrequencyBodyGyroscopescope.meanFreq...Z" "FrequencyBodyAccelerometerelerometerMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometerMagnitudenitude.meanFreq.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.mean.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.meanFreq.." "FrequencyBodyGyroscopescopeMagnitudenitude.mean.." "FrequencyBodyGyroscopescopeMagnitudenitude.meanFreq.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.mean.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.meanFreq.." "Angle.tBodyAccelerometerelerometerMean.Gravity." "Angle.tBodyAccelerometerelerometerJerkMean..GravityMean." "Angle.tBodyGyroscopescopeMean.GravityMean." "Angle.tBodyGyroscopescopeJerkMean.GravityMean." "Angle.X.GravityMean." "Angle.Y.GravityMean." "Angle.Z.GravityMean." "TimeBodyAccelerometerelerometer.std...X" "TimeBodyAccelerometerelerometer.std...Y" "TimeBodyAccelerometerelerometer.std...Z" "TimeGravityAccelerometerelerometer.std...X" "TimeGravityAccelerometerelerometer.std...Y" "TimeGravityAccelerometerelerometer.std...Z" "TimeBodyAccelerometerelerometerJerk.std...X" "TimeBodyAccelerometerelerometerJerk.std...Y" "TimeBodyAccelerometerelerometerJerk.std...Z" "TimeBodyGyroscopescope.std...X" "TimeBodyGyroscopescope.std...Y" "TimeBodyGyroscopescope.std...Z" "TimeBodyGyroscopescopeJerk.std...X" "TimeBodyGyroscopescopeJerk.std...Y" "TimeBodyGyroscopescopeJerk.std...Z" "TimeBodyAccelerometerelerometerMagnitudenitude.std.." "TimeGravityAccelerometerelerometerMagnitudenitude.std.." "TimeBodyAccelerometerelerometerJerkMagnitudenitude.std.." "TimeBodyGyroscopescopeMagnitudenitude.std.." "TimeBodyGyroscopescopeJerkMagnitudenitude.std.." "FrequencyBodyAccelerometerelerometer.std...X" "FrequencyBodyAccelerometerelerometer.std...Y" "FrequencyBodyAccelerometerelerometer.std...Z" "FrequencyBodyAccelerometerelerometerJerk.std...X" "FrequencyBodyAccelerometerelerometerJerk.std...Y" "FrequencyBodyAccelerometerelerometerJerk.std...Z" "FrequencyBodyGyroscopescope.std...X" "FrequencyBodyGyroscopescope.std...Y" "FrequencyBodyGyroscopescope.std...Z" "FrequencyBodyAccelerometerelerometerMagnitudenitude.std.." "FrequencyBodyAccelerometerelerometerJerkMagnitudenitude.std.." "FrequencyBodyGyroscopescopeMagnitudenitude.std.." "FrequencyBodyGyroscopescopeJerkMagnitudenitude.std.."
"WALKING" 1 0.19788464 -0.054898386 -0.18414523 0.89001902 -0.2257105 -0.29075729 -0.25301129 -0.34221366 -0.56649571 -0.15843778 -0.1833598 -0.14011058 -0.40212903 -0.30473867 -0.32748495 -0.45600268 -0.45600268 -0.54809531 -0.57297339 -0.77647268 -0.60749612 -0.46835459 -0.51009596 -0.56652382 -0.31503086 -0.28118223 -0.60877958 -0.59083987 -0.62934878 -0.57123867 -0.64401627 -0.76190431 -0.69314844 -0.76294509 -0.61337399 -0.40366895 -0.39512845 -0.51068583 -0.58281016 -0.065289756 -0.59930387 -0.14107183 -0.73386017 -0.14162581 -0.84348984 -0.22902468 -0.93387834 -0.77688945 -0.95633436 -0.82911447 -0.81975559 0.013633361 0.12432667 -0.58801829 -0.44083209 -0.38713017 -0.99403387 -0.99089403 -0.99158159 -0.56185054 -0.5915798 -0.66934019 -0.75665927 -0.76293766 -0.54276092 -0.75725315 -0.82271628 -0.74025515 -0.59632008 -0.59632008 -0.60156293 -0.73824837 -0.85753971 -0.58043388 -0.48599498 -0.40505442 -0.56655433 -0.62226154 -0.70832908 -0.781216 -0.76453618 -0.56349047 -0.67177117 -0.61294387 -0.7887057 -0.88932974
"WALKING" 2 0.15618659 -0.064550029 -0.25543912 0.8936393 -0.34974781 -0.1543938 -0.34971628 -0.81247415 -0.45913331 -0.63128487 -0.30915291 -0.11722652 -0.56239894 -0.51820925 -0.47304526 -0.26994724 -0.26994724 -0.30629079 -0.29032084 -0.46614969 -0.45343632 -0.16950503 -0.43945421 -0.42629225 -0.092989657 -0.32628651 -0.38067403 -0.27930657 -0.59985513 -0.41093962 -0.66458578 -0.60851107 -0.48435316 -0.27825445 -0.42426181 -0.33690782 -0.30652056 -0.23488904 -0.30477768 0.024106987 -0.2796107 -0.1529935 -0.33790803 -0.038943067 -0.4804871 -0.15164178 -0.84268686 -0.86277845 -0.97208536 -0.95704997 -0.78696273 0.24447112 0.031442044 -0.44418133 -0.13715339 -0.37491204 -0.99330372 -0.993833 -0.97855914 -0.32914155 -0.17046131 -0.61827201 -0.58435555 -0.19391406 -0.48833611 -0.35862626 -0.49804596 -0.54948827 -0.33820437 -0.33820437 -0.27400211 -0.3062892 -0.48100763 -0.49007925 -0.19956719 -0.39986702 -0.37123473 -0.12642226 -0.69843617 -0.6213864 -0.15970917 -0.5653109 -0.47647705 -0.36040189 -0.41738711 -0.56088837
"WALKING" 3 0.18449832 -0.053617043 -0.2076066 0.90866328 -0.30533713 -0.25459076 -0.35209108 -0.54089129 -0.53203791 -0.096125973 -0.35974808 -0.28217955 -0.456086 -0.2236762 -0.45578021 -0.29965113 -0.29965113 -0.44410458 -0.43114186 -0.63458335 -0.53939672 -0.2054685 -0.51180575 -0.63092174 -0.22061754 -0.30189116 -0.59083518 -0.33482598 -0.64780028 -0.64772823 -0.593748 -0.73823106 -0.58996095 -0.67028494 -0.52782448 -0.34211728 -0.51092908 -0.35144449 -0.51809355 -0.080584205 -0.47201415 -0.31933986 -0.59687753 -0.23765873 -0.7018767 -0.082502078 -0.8270397 -0.91279344 -0.95675549 -0.96385192 -0.772773 0.12226667 0.089394022 -0.48839243 -0.12362549 -0.39464168 -0.99275475 -0.98698439 -0.98466433 -0.53425028 -0.26901788 -0.65960701 -0.61411727 -0.59829122 -0.51063149 -0.59465528 -0.7714553 -0.6340674 -0.57347781 -0.57347781 -0.39483358 -0.63996432 -0.68110589 -0.48526204 -0.16444619 -0.40541727 -0.53512982 -0.29297351 -0.67921404 -0.65573087 -0.6010637 -0.54972396 -0.69112838 -0.37994344 -0.76310652 -0.67697571
"WALKING" 4 0.18181686 -0.05490863 -0.17853462 0.92166277 -0.28701156 -0.16558955 -0.43824113 -0.76895132 -0.48765553 -0.21906073 -0.24909131 -0.1523036 -0.32262718 -0.34203475 -0.29212585 -0.48512255 -0.48512255 -0.59337353 -0.57641393 -0.74133573 -0.579094 -0.29591382 -0.56226933 -0.48855509 -0.25146529 -0.36588611 -0.64767019 -0.46667258 -0.68158269 -0.43732971 -0.64829226 -0.6865871 -0.52653736 -0.71009139 -0.55980311 -0.34486109 -0.29865728 -0.18792811 -0.49886806 -0.13977858 -0.50366282 -0.45699195 -0.66447034 -0.20025659 -0.75514762 -0.38561064 -0.87460079 -0.877614 -0.9634828 -0.81952739 -0.7658107 0.24449716 0.08481759 -0.63980361 -0.25830983 -0.48529921 -0.99272625 -0.98931457 -0.98006 -0.63272027 -0.40956639 -0.6635388 -0.6440737 -0.74019888 -0.6281729 -0.61403974 -0.79511844 -0.69679338 -0.50264281 -0.50264281 -0.48136976 -0.67182303 -0.70180517 -0.66665 -0.31785096 -0.50381249 -0.65046645 -0.38814366 -0.67749329 -0.68951962 -0.76298612 -0.68751424 -0.58149841 -0.4542507 -0.73535197 -0.70381876
"WALKING" 5 0.18690031 -0.086655152 -0.26474542 0.90121396 -0.2764861 -0.19880389 -0.54125931 -0.64595993 -0.65433823 -0.57825277 -0.3520123 -0.1096283 -0.96897595 -0.37512544 -0.74947975 -0.21915477 -0.21915477 -0.174929 -0.22338494 -0.45688402 -0.25876757 -0.09817801 -0.45597927 -0.41801332 -0.10400986 -0.027813729 -0.21830408 -0.19110519 -0.55753683 -0.50409997 -0.59667072 -0.34307638 -0.094335054 -0.41042883 -0.25687025 -0.35264236 -0.45770757 -0.33809431 -0.20843127 0.060865546 -0.20248579 -0.22752298 -0.30932582 -0.14567726 -0.52582898 -0.046673632 -0.9148094 -0.92494195 -0.96624866 -0.9683928 -0.82482294 0.20027546 0.0016945546 -0.29995673 -0.089029722 -0.46141353 -0.99183722 -0.98692771 -0.98728063 -0.19574749 -0.17467994 -0.54655747 -0.30832155 -0.40324281 -0.35024044 -0.18567323 -0.61811479 -0.52051805 -0.3324319 -0.3324319 -0.24932361 -0.28705224 -0.5513667 -0.32300056 -0.14159383 -0.51107567 -0.24373409 -0.21756629 -0.61178802 -0.37765884 -0.43881859 -0.44327915 -0.52376126 -0.31761142 -0.40946692 -0.62070353
"WALKING" 6 0.18380282 -0.086873361 -0.14474771 0.8448238 -0.38786086 -0.24949711 -0.15093728 -0.34343638 -0.38847708 -0.41592798 -0.24603678 -0.023597811 -0.37881231 -0.28039307 -0.62531583 -0.28796081 -0.28796081 -0.34054304 -0.41918761 -0.54839743 -0.40842112 -0.14035015 -0.4548787 -0.38766124 -0.1210603 -0.18424263 -0.39541281 -0.32142305 -0.59580799 -0.45665754 -0.62156816 -0.60770616 -0.38199081 -0.55726387 -0.4631317 -0.16460436 -0.24007899 -0.38140543 -0.4513959 0.053023391 -0.35992342 -0.13831751 -0.55519791 0.10832382 -0.62845516 -0.16489585 -0.74055883 -0.88045643 -0.96683483 -0.96439816 -0.58214228 0.32847654 0.18054564 -0.46347669 -0.14985604 -0.30370128 -0.98979454 -0.98960846 -0.99056591 -0.35262426 -0.27028158 -0.61592753 -0.51432816 -0.55415924 -0.45482073 -0.34045632 -0.65052829 -0.59767599 -0.45050204 -0.45050204 -0.27210012 -0.52553144 -0.57782032 -0.49321007 -0.20862789 -0.31729966 -0.38844164 -0.2621339 -0.63350927 -0.57348825 -0.55667533 -0.50775412 -0.56797942 -0.20099229 -0.61789883 -0.60822731
"WALKING" 7 0.16257425 -0.060603865 -0.16658065 0.85520956 -0.37864743 -0.22332251 -0.53230186 -0.56616204 -0.3049167 -0.31475563 -0.28870259 -0.048365292 -0.49577882 -0.45335961 -0.55015542 -0.21526595 -0.21526595 -0.21849174 -0.34276894 -0.52324664 -0.35525708 -0.11441725 -0.42537483 -0.36663144 -0.13823575 -0.079299368 -0.27768144 -0.29863703 -0.47646465 -0.33986213 -0.50461388 -0.48498875 -0.35715177 -0.62041611 -0.35964191 -0.19269341 -0.39707145 -0.34028066 -0.38760618 0.08410249 -0.26934729 -0.21824086 -0.50797166 -0.016189028 -0.61198016 0.079989307 -0.67664999 -0.90369226 -0.97453358 -0.93439122 -0.77388303 0.23642796 -0.067771381 -0.36815837 -0.091798406 -0.31439359 -0.99193313 -0.99070718 -0.99256369 -0.23572507 -0.2556506 -0.47399365 -0.5257446 -0.58769787 -0.37857436 -0.37916144 -0.76192497 -0.53665322 -0.40266691 -0.40266691 -0.2269593 -0.52811156 -0.56055943 -0.39036984 -0.20031675 -0.37627961 -0.27584072 -0.27680239 -0.48782659 -0.57988041 -0.58477104 -0.46260029 -0.51054864 -0.22583976 -0.62768459 -0.56680056
"WALKING" 8 0.13105294 -0.069051549 -0.21639537 0.91941987 -0.30343175 -0.20119494 -0.49041293 -0.93249205 -0.67886084 -0.46301806 -0.34009555 -0.22826123 -0.5272723 -0.40596766 -0.48254924 -0.20006882 -0.20006882 -0.1896997 -0.28799607 -0.49662548 -0.4637559 -0.32167374 -0.32712121 -0.55354992 -0.1228205 -0.068168848 -0.41105551 -0.37260797 -0.36392403 -0.43766081 -0.57675921 -0.66625271 -0.45383682 -0.51672166 -0.467551 -0.31403792 -0.30671467 -0.20446068 -0.26031977 0.078538756 -0.21115639 -0.22522509 -0.489052 -0.068500789 -0.58882607 -0.0019062913 -0.89278922 -0.94827092 -0.95505329 -0.94810232 -0.81313739 0.1917652 0.045433032 -0.41817485 -0.2795529 -0.26707333 -0.99299816 -0.99147681 -0.98542706 -0.37293878 -0.27796303 -0.3958228 -0.60045931 -0.53842801 -0.47507539 -0.4730192 -0.68448909 -0.51552624 -0.36317954 -0.36317954 -0.25884695 -0.45510911 -0.55953905 -0.41553827 -0.33489597 -0.35592302 -0.42654549 -0.27279823 -0.4522331 -0.66464678 -0.58105334 -0.52544019 -0.52824546 -0.32977403 -0.54316148 -0.56235217
"WALKING" 9 0.18082048 -0.058518618 -0.18126558 0.9204733 -0.2661234 -0.18065237 -0.35529847 -0.67615151 -0.63740809 -0.45350852 -0.27091647 -0.097349273 -0.32024258 -0.31629607 -0.36573409 -0.38578065 -0.38578065 -0.50935628 -0.51408391 -0.58824288 -0.59733861 -0.21986254 -0.64158583 -0.55522609 -0.22075478 -0.32000687 -0.65478771 -0.31150121 -0.76939597 -0.49731721 -0.84747719 -0.5963394 -0.55656875 -0.66756866 -0.48525013 -0.23407106 -0.29835919 -0.18541058 -0.48885278 -0.080839153 -0.49391765 -0.36751222 -0.61599404 -0.25045418 -0.68226623 -0.29051851 -0.92402424 -0.8835923 -0.95058705 -0.92336361 -0.96768911 0.11470671 0.027817944 -0.5670693 -0.22394251 -0.56253556 -0.99330873 -0.99218024 -0.98552333 -0.63767671 -0.21715206 -0.79608874 -0.64977055 -0.63781649 -0.50742963 -0.48406354 -0.73568392 -0.5641832 -0.55669231 -0.55669231 -0.47508396 -0.62464292 -0.63994621 -0.55616259 -0.2749817 -0.56380188 -0.65165537 -0.23103286 -0.82186114 -0.6966999 -0.62778546 -0.58049081 -0.66872545 -0.48009112 -0.72165261 -0.63144611
"WALKING" 10 0.18649749 -0.127407 -0.16878845 0.95386829 -0.21661488 0.009915559 -0.45352041 -0.73912832 -0.29999968 -0.46493687 -0.28226963 -0.11745993 -0.4386524 -0.4777921 -0.37010839 -0.3175859 -0.3175859 -0.38074003 -0.45498134 -0.60172282 -0.42090684 -0.16001446 -0.69131303 -0.6095829 -0.25910294 -0.3366993 -0.35360762 -0.33560473 -0.79996474 -0.64895278 -0.84051538 -0.54838111 -0.51857807 -0.61679087 -0.5350595 -0.3138069 -0.27060401 -0.12615533 -0.40294981 -0.14862712 -0.37873841 -0.27641235 -0.56825471 -0.23655437 -0.65598978 -0.17382235 -0.92754552 -0.93202134 -0.96758543 -0.96561497 -0.90949433 0.15316197 -0.013748787 -0.46165828 -0.076352608 -0.64270148 -0.9949912 -0.99099916 -0.98964698 -0.3521489 -0.25617697 -0.81440792 -0.61891438 -0.5880451 -0.60243419 -0.47911847 -0.73863559 -0.57138269 -0.45685742 -0.45685742 -0.39412382 -0.59179762 -0.63784301 -0.49007865 -0.12127722 -0.66067554 -0.41508062 -0.28960325 -0.82687359 -0.65493014 -0.57405094 -0.66352376 -0.57343144 -0.47134172 -0.70495813 -0.68632306
"WALKING" 11 0.19436057 -0.057314463 -0.20750008 0.92929398 -0.16489087 -0.19605266 -0.49246534 -0.44122186 -0.64586736 -0.56967786 -0.16858941 -0.00034905775 -0.3718664 -1 -0.53637322 -0.26870676 -0.26870676 -0.23932712 -0.21123176 -0.22211384 -0.44787011 -0.31229739 -0.14875503 -0.44883098 -0.040805958 -0.042003491 -0.42709477 -0.41742259 -0.27299272 -0.3986097 -0.43161468 -0.64959827 -0.46793132 -0.14152048 -0.37603446 -0.17998173 0.055891076 -0.32172313 -0.25713066 0.14399451 -0.22083288 -0.046470243 -0.28694691 0.23969586 -0.27982122 -0.0066723017 -0.88490846 -0.86583082 -0.93825319 -0.86035237 -0.82251239 0.17272408 0.11964407 -0.43598752 -0.30979539 -0.051939093 -0.99156389 -0.98677807 -0.98335469 -0.35087598 -0.3652669 -0.25133792 -0.57459788 -0.12317287 -0.31316633 -0.50821242 -0.12704455 -0.4944104 -0.34450341 -0.34450341 -0.20808692 -0.25959232 -0.28072005 -0.45259755 -0.38167379 -0.073518961 -0.37813754 -0.34982106 -0.28474268 -0.62126186 -0.13836918 -0.35645189 -0.52506419 -0.26777056 -0.36826736 -0.3326177
"WALKING" 12 0.16803166 -0.074267917 -0.18761596 0.8901754 -0.2588491 -0.34904464 -0.53671591 -0.65426644 -0.75826092 -0.3887868 -0.23081094 -0.4134426 -0.61838868 -0.4340306 -0.67851199 -0.47444281 -0.47444281 -0.62419381 -0.63301388 -0.71824462 -0.60101748 -0.5621951 -0.48880197 -0.61678401 -0.16296866 -0.23119602 -0.67592818 -0.65095456 -0.57071054 -0.55177388 -0.60159294 -0.61208828 -0.63385063 -0.65633482 -0.60093941 -0.27220819 -0.048142144 -0.28827072 -0.60275428 -0.12867852 -0.56107602 -0.30709532 -0.6567107 0.042271066 -0.67702274 -0.29959896 -0.83933324 -0.95833101 -0.97184223 -0.92766739 -0.81328131 0.16219048 -0.029708313 -0.65437591 -0.57937091 -0.50573529 -0.99251324 -0.9926 -0.98797342 -0.65923165 -0.63441484 -0.61272299 -0.71509176 -0.69231822 -0.59914496 -0.6768797 -0.70150466 -0.74896548 -0.57636204 -0.57636204 -0.55826966 -0.65212904 -0.68754318 -0.6777369 -0.614949 -0.56954096 -0.67167483 -0.64064739 -0.65328693 -0.75608598 -0.71893631 -0.63505338 -0.62721642 -0.5552315 -0.70949564 -0.72161369
"WALKING" 13 0.18424891 -0.089967765 -0.18135387 0.86717726 -0.30948292 -0.36185455 -0.38425729 -0.68229585 -0.4108379 -0.12691807 -0.28065779 -0.50548533 -0.65338326 -0.43493738 -0.37642079 -0.2050211 -0.2050211 -0.37817097 -0.31403354 -0.43905325 -0.40823577 -0.14221477 -0.53431747 -0.6339282 -0.27240978 -0.3993524 -0.43059155 -0.29567751 -0.64195889 -0.46583366 -0.72542534 -0.49694292 -0.34750955 -0.39289264 -0.44478564 -0.46553129 -0.3357798 -0.59731065 -0.28114658 -0.14829483 -0.35366553 -0.25782012 -0.4198667 -0.24223794 -0.5772393 -0.16361761 -0.80100864 -0.89930869 -0.99612143 -0.94334224 -0.86992508 0.18809183 0.010959073 -0.42403225 -0.16587618 -0.47919532 -0.99125135 -0.99131194 -0.9902499 -0.42897005 -0.23438075 -0.66287134 -0.4938028 -0.32706274 -0.52394156 -0.39776598 -0.58716068 -0.55695419 -0.35621579 -0.35621579 -0.38050805 -0.36692843 -0.60121999 -0.43416163 -0.23154805 -0.50870895 -0.48208631 -0.21754139 -0.72614579 -0.56077367 -0.39301811 -0.59648379 -0.51201952 -0.42058305 -0.47649382 -0.68202038
"WALKING" 14 0.21385077 -0.06304186 -0.28567541 0.88353791 -0.166437 0.056490962 -0.22655372 -0.33546504 -0.3187693 -0.23797208 -0.31567557 -0.014844964 -0.44871168 -0.24812657 -0.23635575 -0.5293572 -0.5293572 -0.68374152 -0.48756649 -0.76323931 -0.68338155 -0.38884251 -0.63751762 -0.5160489 -0.45461274 -0.61826664 -0.74080348 -0.59325621 -0.80579385 -0.48905772 -0.8041283 -0.67215929 -0.53224696 -0.72855429 -0.7113764 -0.70599783 -0.59691981 -0.4181414 -0.70994347 -0.26756045 -0.63535923 -0.20917345 -0.68381393 -0.6129778 -0.83138414 -0.42033222 -0.81136882 -0.73683533 -0.98814178 -0.89099733 -0.87511117 0.14785448 -0.22138117 -0.70970416 -0.36388189 -0.56833739 -0.99032109 -0.9867318 -0.97786507 -0.7209391 -0.57543613 -0.80109267 -0.58655031 -0.65522501 -0.67565491 -0.63726359 -0.84059803 -0.7839434 -0.69185897 -0.69185897 -0.60746539 -0.66570554 -0.80760506 -0.72558639 -0.39052793 -0.56674075 -0.73677882 -0.61222308 -0.79529492 -0.60611138 -0.64352942 -0.71128429 -0.7290799 -0.60050468 -0.71051657 -0.79947976
"WALKING" 15 0.16867959 -0.048262962 -0.15456711 0.9475716 -0.17755093 0.078667692 -0.39756674 -0.37044029 -0.48888532 -0.10154328 -0.21508954 -0.01539881 -0.42855469 -0.38872701 -0.44262832 -0.38412544 -0.38412544 -0.45932574 -0.51953901 -0.62921927 -0.47713081 -0.35032055 -0.45151479 -0.58047061 -0.23475448 0.029069574 -0.51163165 -0.48852293 -0.50005804 -0.49828519 -0.66668804 -0.54095278 -0.51419332 -0.65288594 -0.46555416 -0.25803654 -0.074828314 -0.29480403 -0.49799175 -0.026267145 -0.43474892 -0.33946532 -0.62629544 -0.09489133 -0.72504786 -0.13656778 -0.92709157 -0.97522338 -0.97825442 -0.99342056 -0.86249457 0.15374368 -0.07827967 -0.54762547 -0.32664523 -0.42135552 -0.99219041 -0.99032586 -0.9895849 -0.48742655 -0.48660492 -0.51095828 -0.62687643 -0.64699955 -0.49605408 -0.55150948 -0.69758606 -0.59110809 -0.52706172 -0.52706172 -0.42370576 -0.62951233 -0.68482557 -0.58110653 -0.35631864 -0.46694175 -0.52154109 -0.5215485 -0.57527259 -0.66267993 -0.66175819 -0.56559139 -0.65078748 -0.43452354 -0.70723031 -0.73991503
"WALKING" 16 0.1721003 -0.050676655 -0.18258314 0.90701499 -0.22369589 -0.24086243 -0.39706627 -0.3155385 -0.45678266 -0.57407072 -0.16577855 -0.0053905536 -0.27013338 -0.34362326 -0.3074527 -0.32536151 -0.32536151 -0.3539293 -0.51048587 -0.70728498 -0.43450914 -0.25827666 -0.40814508 -0.48321856 0.002318346 -0.070645067 -0.44223665 -0.36059191 -0.51815041 -0.50291881 -0.38970524 -0.43711274 -0.57827335 -0.71614284 -0.41445532 -0.428436 -0.21714295 -0.34508833 -0.37966086 0.027103697 -0.36613436 -0.28352638 -0.66848387 -0.33285993 -0.77036226 -0.090036302 -0.84660466 -0.91966483 -0.9500403 -0.83714747 -0.87948201 0.18059474 0.022974274 -0.44381909 -0.32210883 -0.39468948 -0.99244447 -0.99145521 -0.99257699 -0.42080328 -0.33119809 -0.52058322 -0.68231951 -0.71278534 -0.39019276 -0.66891899 -0.79987226 -0.53718493 -0.46181399 -0.46181399 -0.37937739 -0.61898657 -0.75855565 -0.44743868 -0.40193876 -0.44440007 -0.4773205 -0.34372139 -0.52138298 -0.72017377 -0.71638188 -0.44587005 -0.60528689 -0.40050423 -0.66247973 -0.76015939
"WALKING" 17 0.16444582 -0.042749932 -0.16353906 0.90174031 -0.25336988 -0.24686258 -0.40184788 -0.28226335 -0.44515457 -0.69701574 -0.23542512 -0.11753151 -0.31941919 -0.35506351 -0.41063292 -0.32587869 -0.32587869 -0.45454771 -0.48063656 -0.6692876 -0.49803034 -0.29161093 -0.47779797 -0.62265463 -0.23265808 -0.31791884 -0.52340227 -0.47579037 -0.63180429 -0.62761451 -0.70374699 -0.58822492 -0.54746284 -0.63918724 -0.42889129 -0.24822905 -0.36564265 -0.31941525 -0.51782837 -0.021187964 -0.54585589 -0.14474662 -0.62903511 -0.24044712 -0.73210485 -0.36143935 -0.76181009 -0.84774854 -0.95083921 -0.92637034 -0.77666273 0.22358172 0.087062194 -0.48786054 -0.26363372 -0.42028887 -0.99139399 -0.98927273 -0.99359398 -0.50861467 -0.37651208 -0.67801784 -0.66772418 -0.59905557 -0.43952552 -0.53725359 -0.76745891 -0.63325414 -0.52722497 -0.52722497 -0.53003118 -0.61211075 -0.71618267 -0.48726094 -0.29819074 -0.43799563 -0.54116176 -0.349932 -0.7243729 -0.73142724 -0.60455399 -0.50329273 -0.63300623 -0.53692192 -0.66713093 -0.71560585
"WALKING" 18 0.1546883 -0.080917583 -0.15592188 0.86852077 -0.22755967 -0.35869349 -0.39486746 -0.58672151 -0.43663879 -0.67521575 -0.30337708 -0.33160438 -0.46016449 -0.46171806 -0.72724433 -0.43682106 -0.43682106 -0.55759422 -0.55182362 -0.70463553 -0.58871456 -0.32830923 -0.67409783 -0.69764124 -0.26391329 -0.32568737 -0.60978334 -0.46072143 -0.77627516 -0.60291027 -0.62415848 -0.51140968 -0.63679652 -0.68737789 -0.51441013 -0.42946471 -0.5499077 -0.54113517 -0.55362172 -0.02485332 -0.56546425 -0.24155681 -0.68664118 -0.42523924 -0.78326675 -0.3206603 -0.86750583 -0.9017314 -1 -0.85356637 -0.80607915 0.17087474 -0.10930895 -0.60225235 -0.21644645 -0.59825066 -0.99332771 -0.9921171 -0.98867504 -0.61767748 -0.42405459 -0.80995685 -0.73971198 -0.6429702 -0.51772938 -0.64695391 -0.7958672 -0.63873887 -0.56344829 -0.56344829 -0.59572203 -0.68130364 -0.79336145 -0.6075831 -0.24677047 -0.60965811 -0.66237198 -0.42173506 -0.85341272 -0.77310991 -0.62049239 -0.58042177 -0.65506528 -0.63995208 -0.73292783 -0.83339855
"WALKING" 19 0.12146517 -0.062109739 -0.2120576 0.93347166 -0.23541871 -0.16136751 -0.44003605 -0.52263993 -0.46610463 -0.75766934 -0.31133548 -0.049357061 -0.3789309 -0.41810871 -0.40500165 -0.21970599 -0.21970599 -0.36638432 -0.38596518 -0.5811169 -0.31332182 -0.219019 -0.47777056 -0.59690012 -0.23154006 -0.2439822 -0.3853625 -0.406008 -0.59788574 -0.51764589 -0.72345611 -0.43083983 -0.57821623 -0.54834964 -0.52471855 -0.33950689 -0.52491824 -0.33187293 -0.39710729 -0.065886253 -0.42342882 -0.41664176 -0.54346789 -0.28896159 -0.69397883 -0.34805079 -0.80144177 -0.93538486 -0.98498418 -0.95465364 -0.88965607 0.15786044 -0.088316182 -0.32958044 -0.23650058 -0.42743133 -0.99118365 -0.99371775 -0.98468418 -0.36634529 -0.33791578 -0.61225028 -0.7090459 -0.53449518 -0.54741054 -0.57211474 -0.70214614 -0.61492894 -0.4407467 -0.4407467 -0.44667947 -0.52260165 -0.69023253 -0.33602796 -0.31394257 -0.44436996 -0.41534527 -0.38322246 -0.67419729 -0.77279494 -0.53223373 -0.62640799 -0.56307767 -0.52516189 -0.59723912 -0.70688804
